id,group,scenario,ctrl,params_json,P_raw_kW,P_filtered_kW,filter_kW,E_raw_kWh,E_filtered_kWh,T_gt1_s,T_gt50_s,T_gt100_s,T_gt350_s,SOC_final,SOC_min,SOC_max,throughput_kWh,u_total_variation,source_violation_kW,fallback_pct,EFC,recovery_event_starts_s,recovery_s,SOC_at_events,soc_prediction_max_error_pp,soc_sign_mismatches,soc_prediction_violation_pp,ineq_residual,eq_residual,hess_cond,constraint_gram_cond,cycle_first_s,cycle_p50_s,cycle_p95_s,cycle_p99_s,cycle_max_s,qp_first_s,qp_p50_s,qp_p95_s,qp_p99_s,qp_max_s,assembly_first_s,assembly_p50_s,assembly_p95_s,assembly_p99_s,assembly_max_s,overruns,evidence,campaign,level,variant,weight,factor,forecast_shift,forecast_load_factor,event_mode,delay,trial
j00701,windows,nvml_llama2_window11,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,1.3105566015130736e-15,0,0,0,0,0,36.54163284499782,36.54163284499782,60,111.42724398626024,943.0963216613447,0,0,0.11142724398626024,,,,7.105427357601002e-15,0,0,0,5.3660187404602766e-11,666566.4042708572,9354863591872804.0,0.0597498,0.05643515,0.0632054,0.072176,0.0870384,0.0442327,0.043767600000000004,0.049310049999999994,0.058318999999999996,0.0734799,0.0124321,0.012227100000000001,0.0140008,0.0156531,0.0251088,0,05_resultados\revisao_operacional\campanha_v1\j00701.mat,campanha_v1,,,,,,,,,
j00702,windows,nvml_llama2_window12,heuristico,{},52.736916323633096,52.736916323633096,1,2.8360007306028088,2.8344694240123225,532,2,0,0,54.088488545030465,54.088488545030465,60,28.079679411105495,18204.176133640805,0,0,0.028079679411105497,,,,nan,0,nan,nan,nan,nan,nan,4.67e-05,8e-06,9.7e-06,1.06e-05,4.91e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00702.mat,campanha_v1,,,,,,,,,
j00703,windows,nvml_llama2_window12,heuristico_foresight,{},48.511437946496926,48.511437946496926,1,2.786157799832058,2.784292720820513,521,0,0,0,54.022490764436974,54.022490764436974,60,28.39316886892468,17784.726480003956,0,0,0.02839316886892468,,,,nan,0,nan,nan,nan,nan,nan,4.58e-05,8.8e-06,1.2450000000000001e-05,2.395e-05,4.58e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00703.mat,campanha_v1,,,,,,,,,
j00704,windows,nvml_llama2_window12,miope_qp,{},28.37800867199944,28.37800867199944,1,0.17959875022043917,0.17940675892183305,47,0,0,0,53.07627969363182,53.07627969363182,60,33.015403085536356,41923.74892700878,0,0,0.033015403085536354,,,,nan,0,nan,nan,nan,nan,nan,0.0012008,0.0005927,0.00070085,0.0008738,0.0012008,0.0010616,0.00052755,0.0006276,0.0007930000000000001,0.0010616,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00704.mat,campanha_v1,,,,,,,,,
j00705,windows,nvml_llama2_window12,mpc_qp_v5,{},0.006557877963047076,0,1,3.742085285430462e-05,0,0,0,0,0,51.420442505434735,51.420442505434735,60,40.75289809918437,242.92474415785824,0,0,0.04075289809918437,,,,7.105427357601002e-15,0,0,0,2.3646862246096134e-11,333283.200808402,4015243775612013.0,0.0186363,0.03159315,0.0371379,0.043425099999999994,0.0527834,0.0129938,0.02684695,0.032153799999999996,0.0379581,0.0484383,0.0039818,0.0043015,0.0050607,0.005530200000000001,0.0111536,0,05_resultados\revisao_operacional\campanha_v1\j00705.mat,campanha_v1,,,,,,,,,
j00706,windows,nvml_llama2_window12,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,2.4404674124545782e-15,0,0,0,0,0,40.29540417862998,40.29540417862998,60,93.59683015150738,576.6510412460411,0,0,0.09359683015150738,,,,7.105427357601002e-15,0,0,0,2.241904439870268e-10,666566.4016168036,8030487551224027.0,0.0407831,0.05827735,0.0651812,0.07203884999999999,0.0926083,0.0263213,0.04562185,0.051339899999999994,0.05769995,0.0790816,0.0120152,0.0122145,0.013752899999999998,0.01483755,0.0241151,0,05_resultados\revisao_operacional\campanha_v1\j00706.mat,campanha_v1,,,,,,,,,
j00707,windows,nvml_llama2_window13,heuristico,{},56.184815798622765,56.184815798622765,1,3.5904662312283495,3.588753120749241,627,25,0,0,53.264598886709756,53.264598886709756,60,31.993155288128822,23041.15367712431,0,0,0.03199315528812882,,,,nan,0,nan,nan,nan,nan,nan,4.27e-05,7.7e-06,9.8e-06,1.085e-05,4.27e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00707.mat,campanha_v1,,,,,,,,,
j00708,windows,nvml_llama2_window13,heuristico_foresight,{},52.587777546625944,52.587777546625944,1,3.5453006004868506,3.5429768573810683,615,24,0,0,53.203292399425315,53.203292399425315,60,32.2843611027304,22408.864646180522,0,0,0.0322843611027304,,,,nan,0,nan,nan,nan,nan,nan,4.52e-05,8.7e-06,1.12e-05,1.465e-05,4.52e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00708.mat,campanha_v1,,,,,,,,,
j00709,windows,nvml_llama2_window13,miope_qp,{},31.626578896239238,31.626578896239238,1,0.2504208535586769,0.2502365015872793,56,0,0,0,51.91080812974779,51.91080812974779,60.00200326232022,38.55896245982151,50258.76494901871,0,0,0.03855896245982151,,,,nan,0,nan,nan,nan,nan,nan,0.0012293,0.0005821,0.0006913500000000001,0.0008317,0.0012293,0.0010738,0.0005184499999999999,0.0006193500000000001,0.0007634,0.0010738,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00709.mat,campanha_v1,,,,,,,,,
j00710,windows,nvml_llama2_window13,mpc_qp_v5,{},0.0068848375548782315,0,1,4.7364039472148006e-05,0,0,0,0,0,49.912763852159216,49.912763852159216,60,47.91437170224384,273.830720917741,0,0,0.047914371702243844,,,,7.105427357601002e-15,0,0,0,2.034994395216927e-11,333283.2021354289,4559227681840008.0,0.0239719,0.03180615,0.035651100000000005,0.03907365,0.0442564,0.0179278,0.027064249999999998,0.03069075,0.03366645,0.0390481,0.0042405,0.0043197,0.005044450000000001,0.0054211,0.0061956,0,05_resultados\revisao_operacional\campanha_v1\j00710.mat,campanha_v1,,,,,,,,,
j00711,windows,nvml_llama2_window13,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,2.3766174213809184e-15,0,0,0,0,0,36.87259221077002,36.87259221077002,60,109.85518699884267,641.2162807957582,0,0,0.10985518699884267,,,,7.105427357601002e-15,0,0,0,6.207301339600235e-11,666566.4042708572,9134444923331440.0,0.0539392,0.05884015,0.06694795,0.0727129,0.0828917,0.0391566,0.04607535,0.05290865,0.058688649999999995,0.0694519,0.0121729,0.0123745,0.0138889,0.01494995,0.0170927,0,05_resultados\revisao_operacional\campanha_v1\j00711.mat,campanha_v1,,,,,,,,,
j00712,windows,nvml_llama2_window14,heuristico,{},111.66670366222138,111.66670366222138,1,7.776753439298462,7.776541385371574,654,232,43,0,56.4567042027223,56.45355319630657,60,21.982165780225376,48983.08700586126,0,0,0.021982165780225375,,,,nan,0,nan,nan,nan,nan,nan,4.16e-05,7.8e-06,1.0350000000000001e-05,1.675e-05,4.16e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00712.mat,campanha_v1,,,,,,,,,
j00713,windows,nvml_llama2_window14,heuristico_foresight,{},80.10364668394318,80.10364668394318,1,2.275767386484165,2.2690448706818125,489,37,0,0,52.262111310841085,52.262111310841085,60,36.75497127350471,18441.564814165355,0,0,0.03675497127350471,,,,nan,0,nan,nan,nan,nan,nan,4.51e-05,8.7e-06,1.12e-05,1.555e-05,5.5e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00713.mat,campanha_v1,,,,,,,,,
j00714,windows,nvml_llama2_window14,miope_qp,{},155.9221406403826,155.9221406403826,1,4.638157568375469,4.638153346673618,211,174,49,0,56.05047756629863,56.04530961784267,60,27.84641587716706,91477.0290264533,0,0,0.02784641587716706,,,,nan,0,nan,nan,nan,nan,nan,0.001198,0.00057345,0.00068145,0.00082555,0.001198,0.0010579,0.00051,0.0006019,0.0007356,0.0010579,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00714.mat,campanha_v1,,,,,,,,,
j00715,windows,nvml_llama2_window14,mpc_qp_v5,{},2.2565953445253086,2.2565953445253086,1,0.0006744798331806716,0.000626832040145919,1,0,0,0,49.7479805290371,49.7479805290371,60,48.69709248707394,473.3115448732634,0,0,0.04869709248707394,,,,7.105427357601002e-15,0,0,0,6.821210263296962e-13,333283.2021354289,4477532848870821.0,0.0237266,0.025036450000000002,0.0269434,0.0291214,0.0402558,0.0173178,0.020498549999999997,0.022213200000000002,0.02401605,0.0348159,0.0042514,0.00414705,0.0048728999999999995,0.00536175,0.0119907,0,05_resultados\revisao_operacional\campanha_v1\j00715.mat,campanha_v1,,,,,,,,,
j00716,windows,nvml_llama2_window14,mpc_qp_estocastico_3cen,{},1.8725032071505154,1.8725032071505154,1,0.0005201397797652637,0.0005201397797640321,1,0,0,0,36.6070188914152,36.6070188914152,60,111.1166602657781,836.0629642840395,0,0,0.1111166602657781,,,,7.105427357601002e-15,0,0,0,0.0001151651637201212,666566.4042708572,9320675460186128.0,0.0597746,0.0563358,0.06257475000000001,0.06858710000000001,0.0836408,0.0450647,0.04356645,0.0485251,0.05416565,0.0687871,0.0116212,0.0122584,0.014266000000000001,0.0153815,0.01938,0,05_resultados\revisao_operacional\campanha_v1\j00716.mat,campanha_v1,,,,,,,,,
j00717,windows,nvml_llama2_window15,heuristico,{},113.93798169743309,113.93798169743309,1,7.769170082452327,7.768874136380576,656,233,44,0,56.51741873591236,56.51741873591236,60,22.13240818828409,48565.93020478197,0,0,0.02213240818828409,,,,nan,0,nan,nan,nan,nan,nan,4.3e-05,8e-06,1.02e-05,1.1e-05,4.3e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00717.mat,campanha_v1,,,,,,,,,
j00718,windows,nvml_llama2_window15,heuristico_foresight,{},88.08330251923512,88.08330251923512,1,2.370352810288373,2.3635752967664896,492,40,0,0,52.35748069912397,52.35748069912397,60,36.30196667916116,18501.869849354243,0,0,0.03630196667916116,,,,nan,0,nan,nan,nan,nan,nan,4.52e-05,8.5e-06,1.1e-05,1.745e-05,5.65e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00718.mat,campanha_v1,,,,,,,,,
j00719,windows,nvml_llama2_window15,miope_qp,{},151.80713468337734,151.80713468337734,1,4.657919649087507,4.657915437764939,212,172,49,0,56.06979593758781,56.06979593758781,60,28.070901849726432,91510.19139180033,0,0,0.028070901849726434,,,,nan,0,nan,nan,nan,nan,nan,0.0012125,0.00058215,0.0006882500000000001,0.00081405,0.0012125,0.0010616,0.0005172,0.0006125,0.0007309,0.0010616,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00719.mat,campanha_v1,,,,,,,,,
j00720,windows,nvml_llama2_window15,mpc_qp_v5,{},3.859464645531574,3.859464645531574,1,0.001116293656982579,0.0010720735126476593,1,0,0,0,49.50975880716809,49.50975880716809,60,49.82864566595137,773.560404895079,0,0,0.04982864566595137,,,,7.105427357601002e-15,0,0,0,4.320099833421409e-12,333283.2021354289,4468273394690823.0,0.0248631,0.02472495,0.026576500000000003,0.02735545,0.0286159,0.0187067,0.0201788,0.02185235,0.022662099999999998,0.0243704,0.0040351,0.0042099,0.00484195,0.005141649999999999,0.0055534,0,05_resultados\revisao_operacional\campanha_v1\j00720.mat,campanha_v1,,,,,,,,,
j00721,windows,nvml_llama2_window15,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,1.365821036516637e-15,0,0,0,0,0,36.531752831455826,36.531752831455826,60,111.47417405058454,941.2716969182682,0,0,0.11147417405058453,,,,7.105427357601002e-15,0,0,0,0.006388261860365674,666566.4042708572,9311416006006136.0,0.0585225,0.0555461,0.05929825,0.06110665,0.0626929,0.0433517,0.0430769,0.0465671,0.0479791,0.0500492,0.0122921,0.012147999999999999,0.013055549999999999,0.01352955,0.0151388,0,05_resultados\revisao_operacional\campanha_v1\j00721.mat,campanha_v1,,,,,,,,,
j00722,windows,nvml_llama2_window16,heuristico,{},94.32479100515476,94.32479100515476,1,6.642145335002374,6.641725114770894,651,182,0,0,55.43572536863662,55.4195141718691,60,22.72338946618666,42243.03443532428,0,0,0.02272338946618666,,,,nan,0,nan,nan,nan,nan,nan,4.19e-05,7.6e-06,9.8e-06,1.06e-05,4.19e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00722.mat,campanha_v1,,,,,,,,,
j00723,windows,nvml_llama2_window16,heuristico_foresight,{},88.1130388259541,88.1130388259541,1,2.2657167681304666,2.262422514899458,524,28,0,0,52.237655529108174,52.221464591584756,60,37.033258650622905,22294.934145515715,0,0,0.0370332586506229,,,,nan,0,nan,nan,nan,nan,nan,4.65e-05,8.4e-06,1.08e-05,1.17e-05,4.65e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00723.mat,campanha_v1,,,,,,,,,
j00724,windows,nvml_llama2_window16,miope_qp,{},125.16359475717289,125.16359475717289,1,3.2834004095998828,3.283397359874605,211,91,33,0,55.151857851299376,55.130731869021034,60,27.161151791373644,76174.90476271424,0,0,0.027161151791373645,,,,nan,0,nan,nan,nan,nan,nan,0.0011813,0.0005739499999999999,0.00070405,0.0008659,0.0011813,0.0010441,0.0005107,0.0006346,0.0007882,0.0010441,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00724.mat,campanha_v1,,,,,,,,,
j00725,windows,nvml_llama2_window16,mpc_qp_v5,{},3.861487873599458,3.861487873599458,1,0.001121366097861377,0.001072635520444294,1,0,0,0,49.564844999442435,49.564844999442435,60,49.566986252648896,887.1400055440612,0,0,0.049566986252648895,,,,7.105427357601002e-15,0,0,0,1.5916157281026244e-12,333283.2021354289,4477828333553725.5,0.0252529,0.025358600000000002,0.02688455,0.02835395,0.0358977,0.0188299,0.0207091,0.022141550000000003,0.0232236,0.0299439,0.0042626,0.004270899999999999,0.0049045,0.0052109,0.0074554,0,05_resultados\revisao_operacional\campanha_v1\j00725.mat,campanha_v1,,,,,,,,,
j00726,windows,nvml_llama2_window16,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,1.3026616822268502e-15,0,0,0,0,0,36.62104154956028,36.62104154956028,60,111.05005263958884,1101.9979333957363,0,0,0.11105005263958884,,,,7.105427357601002e-15,0,0,0,2.0588686311384663e-10,666566.4042708572,9304971015215814.0,0.0623295,0.0568474,0.06082965,0.062318700000000005,0.0636234,0.0471484,0.044344999999999996,0.048142149999999995,0.049687300000000004,0.0514994,0.0120453,0.012110300000000001,0.012984,0.013640699999999999,0.016294,0,05_resultados\revisao_operacional\campanha_v1\j00726.mat,campanha_v1,,,,,,,,,
j00727,windows,nvml_llama2_window17,heuristico,{},56.14852417931064,56.14852417931064,1,3.3272253179189932,3.3257075407609156,580,21,0,0,53.78500208256011,53.78500208256011,60,29.521240107839606,21252.012762492963,0,0,0.029521240107839606,,,,nan,0,nan,nan,nan,nan,nan,4.11e-05,7.7e-06,1.02e-05,1.6000000000000003e-05,4.44e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00727.mat,campanha_v1,,,,,,,,,
j00728,windows,nvml_llama2_window17,heuristico_foresight,{},52.544871143458465,52.544871143458465,1,3.281966360116291,3.279837384651937,568,20,0,0,53.72357432385168,53.72357432385168,60,29.813021961704308,20619.50530598896,0,0,0.02981302196170431,,,,nan,0,nan,nan,nan,nan,nan,4.64e-05,8.6e-06,1.09e-05,1.8049999999999998e-05,4.64e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00728.mat,campanha_v1,,,,,,,,,
j00729,windows,nvml_llama2_window17,miope_qp,{},31.592389474374983,31.592389474374983,1,0.2313123973128194,0.23113902699971106,52,0,0,0,52.52285523941541,52.52285523941541,60,35.66759002868944,46870.060340031065,0,0,0.03566759002868944,,,,nan,0,nan,nan,nan,nan,nan,0.0011902,0.00059225,0.00068465,0.0008525,0.0011902,0.0010515,0.0005275,0.00061575,0.0007689999999999999,0.0010515,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00729.mat,campanha_v1,,,,,,,,,
j00730,windows,nvml_llama2_window17,mpc_qp_v5,{},0.006861855704471509,0,1,4.2844551002602355e-05,0,0,0,0,0,50.71669423024811,50.71669423024811,60,44.09570240632161,259.0416584640707,0,0,0.04409570240632161,,,,7.105427357601002e-15,0,0,0,1.864464138634503e-11,333283.200808402,4015243775612013.0,0.0190292,0.0313846,0.034651249999999995,0.036154900000000004,0.0374383,0.0134265,0.0267587,0.029948000000000002,0.031395099999999995,0.0327768,0.0039431,0.00429535,0.00490295,0.00519325,0.0053687,0,05_resultados\revisao_operacional\campanha_v1\j00730.mat,campanha_v1,,,,,,,,,
j00731,windows,nvml_llama2_window17,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,2.383655580017062e-15,0,0,0,0,0,38.67169609837261,38.67169609837261,60,101.30944353273031,606.3204633645593,0,0,0.10130944353273032,,,,7.105427357601002e-15,0,0,0,2.8626345738302916e-10,666566.4016168036,8030487551224027.0,0.0428043,0.05831795,0.0640332,0.07043005,0.1795446,0.0275081,0.045706,0.05031365,0.0547256,0.0887575,0.0121097,0.01225555,0.01391915,0.016060699999999997,0.1040409,0,05_resultados\revisao_operacional\campanha_v1\j00731.mat,campanha_v1,,,,,,,,,
j00732,windows,nvml_llama2_window18,heuristico,{},113.8333932375989,113.8333932375989,1,7.794761023101855,7.794548969174968,656,229,43,0,56.444530689577824,56.44345489661063,60,22.04512255407451,49094.99193210474,0,0,0.02204512255407451,,,,nan,0,nan,nan,nan,nan,nan,4.38e-05,7.9e-06,1.06e-05,1.3700000000000001e-05,5.42e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00732.mat,campanha_v1,,,,,,,,,
j00733,windows,nvml_llama2_window18,heuristico_foresight,{},85.61279750902398,85.61279750902398,1,2.3639573955700977,2.3580231181930564,495,40,0,0,52.31099901230834,52.310519299101806,60,36.52755813561679,18956.24964016854,0,0,0.03652755813561679,,,,nan,0,nan,nan,nan,nan,nan,4.76e-05,8.8e-06,1.04e-05,1.72e-05,4.91e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00733.mat,campanha_v1,,,,,,,,,
j00734,windows,nvml_llama2_window18,miope_qp,{},155.92204304713445,155.92204304713445,1,4.70534321123669,4.7053389593213,213,175,49,0,56.02300226572458,56.017833689947736,60,27.980484851035698,91821.08878755219,0,0,0.027980484851035697,,,,nan,0,nan,nan,nan,nan,nan,0.0011996,0.0005855999999999999,0.00068665,0.0008083,0.0011996,0.0010605,0.0005204000000000001,0.0006127999999999999,0.00072875,0.0010605,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00734.mat,campanha_v1,,,,,,,,,
j00735,windows,nvml_llama2_window18,mpc_qp_v5,{},3.7513439848390533,3.7513439848390533,1,0.001089470580174263,0.0010420399957886258,1,0,0,0,49.550189100342706,49.550189100342706,60,49.636601773372,764.7429813782128,0,0,0.049636601773372,,,,7.105427357601002e-15,0,0,0,6.821210263296962e-13,333283.2021354289,4469532707595185.5,0.0254265,0.02509535,0.0270395,0.02828125,0.0325348,0.0188579,0.020499499999999997,0.02222195,0.02329165,0.02808,0.0044571,0.0042003000000000006,0.00490335,0.0052417,0.0057979,0,05_resultados\revisao_operacional\campanha_v1\j00735.mat,campanha_v1,,,,,,,,,
j00736,windows,nvml_llama2_window18,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,1.5000346643824337e-15,0,0,0,0,0,36.55952468378872,36.55952468378872,60,111.34225775200366,969.1280960231352,0,0,0.11134225775200367,,,,7.105427357601002e-15,0,0,0,5.10453901370056e-11,666566.4042708572,9312675318910496.0,0.059388,0.0557899,0.0595248,0.06250685,0.0771606,0.0434422,0.04315755,0.046702999999999995,0.04899635,0.0582106,0.0123138,0.01216825,0.01324345,0.01423555,0.0201902,0,05_resultados\revisao_operacional\campanha_v1\j00736.mat,campanha_v1,,,,,,,,,
j00737,windows,nvml_llama2_window19,heuristico,{},113.93798169743309,113.93798169743309,1,7.745030987076738,7.744735041004987,652,233,44,0,56.53910106039944,56.536199728097564,60,22.073441748109488,48658.94030735196,0,0,0.022073441748109487,,,,nan,0,nan,nan,nan,nan,nan,4.27e-05,7.9e-06,9.5e-06,1.735e-05,4.27e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00737.mat,campanha_v1,,,,,,,,,
j00738,windows,nvml_llama2_window19,heuristico_foresight,{},80.17904046090607,80.17904046090607,1,2.330060257491699,2.3229773614183635,487,37,0,0,52.364947025931464,52.364947025931464,60,36.26650162682555,18477.932150565477,0,0,0.03626650162682555,,,,nan,0,nan,nan,nan,nan,nan,4.39e-05,8.6e-06,1.1e-05,1.35e-05,6.21e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00738.mat,campanha_v1,,,,,,,,,
j00739,windows,nvml_llama2_window19,miope_qp,{},151.807134284118,151.807134284118,1,4.611472798013199,4.611468706136628,209,172,48,0,56.07478695975835,56.066872763596066,60,28.055608351550465,91043.14047567017,0,0,0.028055608351550465,,,,nan,0,nan,nan,nan,nan,nan,0.0011816,0.00057525,0.0006675,0.0008449499999999999,0.0011816,0.0010456,0.0005117,0.00059825,0.00075595,0.0010456,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00739.mat,campanha_v1,,,,,,,,,
j00740,windows,nvml_llama2_window19,mpc_qp_v5,{},0.004888685951243588,0,1,4.492581044866976e-05,0,0,0,0,0,49.556689011110116,49.556689011110116,60,49.60572719722749,717.0351289680303,0,0,0.04960572719722749,,,,7.105427357601002e-15,0,0,0,1.9326762412674725e-12,333283.2021354289,4515991170271805.0,0.023659,0.024760499999999998,0.026585499999999998,0.02853995,0.0351255,0.0175748,0.020239550000000002,0.022014699999999998,0.024048899999999998,0.0298027,0.0043429,0.0041508,0.0047929,0.005015449999999999,0.0053611,0,05_resultados\revisao_operacional\campanha_v1\j00740.mat,campanha_v1,,,,,,,,,
j00741,windows,nvml_llama2_window19,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,1.3105566015130736e-15,0,0,0,0,0,36.53478939481812,36.53478939481812,60,111.45975037461375,941.4518957571358,0,0,0.11145975037461375,,,,7.105427357601002e-15,0,0,0,0.0004249890280334512,666566.4042708572,9359133781587116.0,0.0561312,0.056406899999999996,0.0625052,0.0705618,0.1039876,0.0411573,0.0436741,0.048374349999999997,0.0551567,0.0674614,0.0120898,0.012270900000000001,0.014109199999999999,0.0160487,0.0522324,0,05_resultados\revisao_operacional\campanha_v1\j00741.mat,campanha_v1,,,,,,,,,
j00742,windows,nvml_llama2_window20,heuristico,{},94.32479237452141,94.32479237452141,1,6.706580916334244,6.706160695475625,657,185,0,0,55.38254811086508,55.38254811086508,60,22.81702631583937,42401.83450443307,0,0,0.02281702631583937,,,,nan,0,nan,nan,nan,nan,nan,5.77e-05,7.8e-06,1e-05,1.235e-05,5.77e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00742.mat,campanha_v1,,,,,,,,,
j00743,windows,nvml_llama2_window20,heuristico_foresight,{},82.87527321682069,82.87527321682069,1,2.3166427140692143,2.3135927693617604,532,28,0,0,52.17592136056804,52.17592136056804,60,37.16437353730273,22477.29159082956,0,0,0.03716437353730273,,,,nan,0,nan,nan,nan,nan,nan,5.19e-05,8.7e-06,1.09e-05,1.275e-05,5.19e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00743.mat,campanha_v1,,,,,,,,,
j00744,windows,nvml_llama2_window20,miope_qp,{},125.16359651348634,125.16359651348634,1,3.321328849379008,3.321325949242169,214,90,36,0,55.074627491300205,55.074627491300205,60,27.35700282726618,77016.10164387117,0,0,0.027357002827266177,,,,nan,0,nan,nan,nan,nan,nan,0.0012054,0.0005725,0.0006696499999999999,0.0008234500000000001,0.0012054,0.0010607,0.00050945,0.0006007,0.00072375,0.0010607,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00744.mat,campanha_v1,,,,,,,,,
j00745,windows,nvml_llama2_window20,mpc_qp_v5,{},0.18187135648480535,0,1,0.0001000475327296519,0,0,0,0,0,49.73729028279411,49.73729028279411,60,48.74787115672819,399.50038149781307,0,0,0.04874787115672819,,,,7.105427357601002e-15,0,0,0,3.069544618483633e-12,333283.2021354289,4535470854353401.0,0.024174,0.0257943,0.03091485,0.03792105,0.042641,0.0180913,0.02113495,0.025711249999999998,0.0328631,0.0364373,0.0043635,0.0043482,0.005091699999999999,0.0057325,0.0066741,0,05_resultados\revisao_operacional\campanha_v1\j00745.mat,campanha_v1,,,,,,,,,
j00746,windows,nvml_llama2_window20,mpc_qp_estocastico_3cen,{},5.684341886080802e-14,0,1,1.436875310092647e-15,0,0,0,0,0,36.5182714003699,36.5182714003699,60,111.53821084824276,794.8931386456795,0,0,0.11153821084824275,,,,7.105427357601002e-15,0,0,0,2.0440893422346562e-10,666566.4042708572,9378613465668710.0,0.0628772,0.056598300000000004,0.0621598,0.06949105,0.086162,0.0473824,0.0437814,0.0486751,0.055022749999999995,0.0712529,0.0128134,0.012243549999999999,0.014110649999999999,0.0151857,0.0170934,0,05_resultados\revisao_operacional\campanha_v1\j00746.mat,campanha_v1,,,,,,,,,
j00747,montecarlo,perda_fonte,heuristico,{},592.6122638850534,592.6122638850534,1,14.754610453615202,14.754610453615202,150,150,150,150,57.93978528855198,56.5039066455025,60,24.16369944991276,850,0,0,0.02416369944991276,500,150,60,nan,0,nan,nan,nan,nan,nan,4e-05,8e-06,1e-05,1.31e-05,4e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00747.mat,campanha_v1,,,,,0,1.1622098458688386,,,1
j00748,montecarlo,perda_fonte,heuristico_foresight,{},470.7904979390985,470.7904979390985,1,14.668607871038583,14.668607871038583,150,150,150,150,52.07847153197128,52.07847153197128,60,37.627260223134215,728.342615598371,0,0,0.037627260223134215,500,150,57.903659326366096,nan,0,nan,nan,nan,nan,nan,4.16e-05,8.4e-06,1.11e-05,2.225e-05,4.16e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,05_resultados\revisao_operacional\campanha_v1\j00748.mat,campanha_v1,,,,,0,1.1622098458688386,,,1
